Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 19 | Average Generation Fitness: 0.7558190563356507 | Best Fitness: 0.8060723691379503 | Population Length: 20
Generation 20 | Average Generation Fitness: 0.7524092206607368 | Best Fitness: 0.8060723691379503 | Population Length: 20
Generation 21 | Average Generation Fitness: 0.7573158281529991 | Best Fitness: 0.8060723691379503 | Population Length: 20
Generation 22 | Average Generation Fitness: 0.7520421061170665 | Best Fitness: 0.8016095101200958 | Population Length: 20
Generation 23 | Average Generation Fitness: 0.7533940176373433 | Best Fitness: 0.8109467810311334 | Population Length: 20
Generation 24 | Average Generation Fitness: 0.739457948347016 | Best Fitness: 0.8008526569333863 | Population Length: 20
Generation 25 | Average Generation Fitness: 0.7474889776742101 | Best Fitness: 0.8006851347838613 | Population Length: 20
Generation 26 | Average Generation Fitness: 0.7521144771775093 | Best Fitness: 0.8002328407153801 | Population Length: 20
Generation 27 | Average Generation Fitness: 0.7420753532607173 | Best Fitness: 0.816944028929087 | Population Length: 20
Generation 28 | Average Generation Fitness: 0.750305774894792 | Best Fitness: 0.7971910991380512 | Population Length: 20
Generation 29 | Average Generation Fitness: 0.754968969549847 | Best Fitness: 0.8012585403078606 | Population Length: 20
Generation 30 | Average Generation Fitness: 0.7517471484836538 | Best Fitness: 0.8061044398750628 | Population Length: 20
Generation 31 | Average Generation Fitness: 0.7530148745307631 | Best Fitness: 0.8061044398750628 | Population Length: 20
Generation 32 | Average Generation Fitness: 0.7448742986033903 | Best Fitness: 0.8061757921507483 | Population Length: 20
Generation 33 | Average Generation Fitness: 0.7553216747010405 | Best Fitness: 0.8047043527136126 | Population Length: 20
Generation 34 | Average Generation Fitness: 0.7446700494858216 | Best Fitness: 0.8047043527136126 | Population Length: 20
Generation 35 | Average Generation Fitness: 0.7415901859721787 | Best Fitness: 0.804780990709577 | Population Length: 20
Generation 36 | Average Generation Fitness: 0.7545701129601348 | Best Fitness: 0.812397782344189 | Population Length: 20
Generation 37 | Average Generation Fitness: 0.7576629711175071 | Best Fitness: 0.812397782344189 | Population Length: 20
Generation 38 | Average Generation Fitness: 0.7566049632701154 | Best Fitness: 0.812397782344189 | Population Length: 20
Generation 39 | Average Generation Fitness: 0.75716009063612 | Best Fitness: 0.812397782344189 | Population Length: 20
Generation 40 | Average Generation Fitness: 0.741460676951126 | Best Fitness: 0.7945238112662623 | Population Length: 20
Generation 41 | Average Generation Fitness: 0.759359397687133 | Best Fitness: 0.8047809346927769 | Population Length: 20
Generation 42 | Average Generation Fitness: 0.7412556330175778 | Best Fitness: 0.7920957200172304 | Population Length: 20
Generation 43 | Average Generation Fitness: 0.7449094400483376 | Best Fitness: 0.8068209647165696 | Population Length: 20
Generation 44 | Average Generation Fitness: 0.7498589076108484 | Best Fitness: 0.8071173290664515 | Population Length: 20
Generation 45 | Average Generation Fitness: 0.7498956906305374 | Best Fitness: 0.7989660711431305 | Population Length: 20
Generation 46 | Average Generation Fitness: 0.7470353485757171 | Best Fitness: 0.7882827134579533 | Population Length: 20
Generation 47 | Average Generation Fitness: 0.7523922903530902 | Best Fitness: 0.7922406725441703 | Population Length: 20
Generation 48 | Average Generation Fitness: 0.7391979829737709 | Best Fitness: 0.7792135970955498 | Population Length: 20
Generation 49 | Average Generation Fitness: 0.7646888425915513 | Best Fitness: 0.803494718983437 | Population Length: 20
Generation 50 | Average Generation Fitness: 0.7538110344792657 | Best Fitness: 0.8139469659250613 | Population Length: 20
Generation 51 | Average Generation Fitness: 0.7755956060396954 | Best Fitness: 0.8171609340390887 | Population Length: 20
Generation 52 | Average Generation Fitness: 0.7563936853138591 | Best Fitness: 0.7898072716437031 | Population Length: 20
Generation 53 | Average Generation Fitness: 0.7550288651543066 | Best Fitness: 0.7975839042823688 | Population Length: 20
Generation 54 | Average Generation Fitness: 0.7453437899288277 | Best Fitness: 0.7927920984587122 | Population Length: 20
Generation 55 | Average Generation Fitness: 0.7594578213004498 | Best Fitness: 0.789851748419725 | Population Length: 20
Generation 56 | Average Generation Fitness: 0.7644427975002412 | Best Fitness: 0.8021359191253058 | Population Length: 20
Generation 57 | Average Generation Fitness: 0.7605619157852348 | Best Fitness: 0.8196065111911187 | Population Length: 20
Generation 58 | Average Generation Fitness: 0.7388912724524437 | Best Fitness: 0.7888342019472067 | Population Length: 20
Generation 59 | Average Generation Fitness: 0.7609316449843199 | Best Fitness: 0.798882314240376 | Population Length: 20
Generation 60 | Average Generation Fitness: 0.7497424240172113 | Best Fitness: 0.8016135626748427 | Population Length: 20
Generation 61 | Average Generation Fitness: 0.7467980037651235 | Best Fitness: 0.8007220977751391 | Population Length: 20
Generation 62 | Average Generation Fitness: 0.7537301537834475 | Best Fitness: 0.8014962382523102 | Population Length: 20
Generation 63 | Average Generation Fitness: 0.7508333178790199 | Best Fitness: 0.8007220977751391 | Population Length: 20
Generation 64 | Average Generation Fitness: 0.7530905465001176 | Best Fitness: 0.8142092946520857 | Population Length: 20
Generation 65 | Average Generation Fitness: 0.7454798532600693 | Best Fitness: 0.7927933633072258 | Population Length: 20
Generation 66 | Average Generation Fitness: 0.749247178996253 | Best Fitness: 0.8011296296925019 | Population Length: 20
Generation 67 | Average Generation Fitness: 0.7498703228164092 | Best Fitness: 0.8107629805928857 | Population Length: 20
Generation 68 | Average Generation Fitness: 0.7608555741737161 | Best Fitness: 0.8143547460230796 | Population Length: 20
Generation 69 | Average Generation Fitness: 0.751820940635257 | Best Fitness: 0.8190501171824456 | Population Length: 20
Generation 70 | Average Generation Fitness: 0.7513273525020365 | Best Fitness: 0.8138073518645179 | Population Length: 20
Generation 71 | Average Generation Fitness: 0.7653139520962158 | Best Fitness: 0.8169766058774285 | Population Length: 20
Generation 72 | Average Generation Fitness: 0.7439384042528603 | Best Fitness: 0.810075637163774 | Population Length: 20
Generation 73 | Average Generation Fitness: 0.7627747624325621 | Best Fitness: 0.7929857517903831 | Population Length: 20
Generation 74 | Average Generation Fitness: 0.7502031768876863 | Best Fitness: 0.7945218206100355 | Population Length: 20
Generation 75 | Average Generation Fitness: 0.7606281768443276 | Best Fitness: 0.8111836606554564 | Population Length: 20
Generation 76 | Average Generation Fitness: 0.7287465323239014 | Best Fitness: 0.7871402200078554 | Population Length: 20
Generation 77 | Average Generation Fitness: 0.7383356928643459 | Best Fitness: 0.7885914959332667 | Population Length: 20
Generation 78 | Average Generation Fitness: 0.7530771666385416 | Best Fitness: 0.8197814474135673 | Population Length: 20
Generation 79 | Average Generation Fitness: 0.745538596092207 | Best Fitness: 0.7963678353024805 | Population Length: 20
Generation 80 | Average Generation Fitness: 0.7483532009166418 | Best Fitness: 0.7968217928359015 | Population Length: 20
Generation 81 | Average Generation Fitness: 0.752436477958606 | Best Fitness: 0.8021384477248545 | Population Length: 20
Generation 82 | Average Generation Fitness: 0.7449230000246752 | Best Fitness: 0.8135280330457111 | Population Length: 20
Generation 83 | Average Generation Fitness: 0.7618423319351183 | Best Fitness: 0.8135280330457111 | Population Length: 20
Generation 84 | Average Generation Fitness: 0.7554936824597354 | Best Fitness: 0.8096836158615228 | Population Length: 20
Generation 85 | Average Generation Fitness: 0.7454827559939277 | Best Fitness: 0.80861732503197 | Population Length: 20
Generation 86 | Average Generation Fitness: 0.7564332177032462 | Best Fitness: 0.8094972020565878 | Population Length: 20
Generation 87 | Average Generation Fitness: 0.7457212627739803 | Best Fitness: 0.80861732503197 | Population Length: 20
Generation 88 | Average Generation Fitness: 0.7528953889241573 | Best Fitness: 0.8105951108821592 | Population Length: 20
Generation 89 | Average Generation Fitness: 0.7539610961708936 | Best Fitness: 0.8077536483843261 | Population Length: 20
Generation 90 | Average Generation Fitness: 0.749345387720754 | Best Fitness: 0.8077536483843261 | Population Length: 20
Generation 91 | Average Generation Fitness: 0.7479114509634155 | Best Fitness: 0.8033311674877603 | Population Length: 20
Generation 92 | Average Generation Fitness: 0.7540981003752594 | Best Fitness: 0.803516331192558 | Population Length: 20
Generation 93 | Average Generation Fitness: 0.7383551151480093 | Best Fitness: 0.803516331192558 | Population Length: 20
Generation 94 | Average Generation Fitness: 0.7451616196968037 | Best Fitness: 0.8074303866033112 | Population Length: 20
Generation 95 | Average Generation Fitness: 0.7442614494194715 | Best Fitness: 0.8003583985442561 | Population Length: 20
Generation 96 | Average Generation Fitness: 0.7527128807170558 | Best Fitness: 0.802483690989566 | Population Length: 20
Generation 97 | Average Generation Fitness: 0.7520069777006138 | Best Fitness: 0.8058889575271104 | Population Length: 20
Generation 98 | Average Generation Fitness: 0.7597021914656613 | Best Fitness: 0.8058889575271104 | Population Length: 20
Generation 99 | Average Generation Fitness: 0.7426792274875217 | Best Fitness: 0.8058889575271104 | Population Length: 20
Generation 100 | Average Generation Fitness: 0.7572393334422387 | Best Fitness: 0.8058889575271104 | Population Length: 20
Generation 101 | Average Generation Fitness: 0.746597943806124 | Best Fitness: 0.7993949278200005 | Population Length: 20
Generation 102 | Average Generation Fitness: 0.7546888738594248 | Best Fitness: 0.8084171963565141 | Population Length: 20
Generation 103 | Average Generation Fitness: 0.7489241123651404 | Best Fitness: 0.7926094779036917 | Population Length: 20
Generation 104 | Average Generation Fitness: 0.7351495135568373 | Best Fitness: 0.7926094779036917 | Population Length: 20
Generation 105 | Average Generation Fitness: 0.7561461174975979 | Best Fitness: 0.8137301107631899 | Population Length: 20
Generation 106 | Average Generation Fitness: 0.7577108545080501 | Best Fitness: 0.8137301107631899 | Population Length: 20
Generation 107 | Average Generation Fitness: 0.7530620084843218 | Best Fitness: 0.7989046136775656 | Population Length: 20
Generation 108 | Average Generation Fitness: 0.752956178137761 | Best Fitness: 0.8164851839257958 | Population Length: 20
Generation 109 | Average Generation Fitness: 0.7622267204356277 | Best Fitness: 0.8125695304709141 | Population Length: 20
Generation 110 | Average Generation Fitness: 0.7718013731460742 | Best Fitness: 0.8141891462838012 | Population Length: 20
Generation 111 | Average Generation Fitness: 0.7619448077357436 | Best Fitness: 0.8141891462838012 | Population Length: 20
Generation 112 | Average Generation Fitness: 0.7551170624441713 | Best Fitness: 0.8012287664126132 | Population Length: 20
Generation 113 | Average Generation Fitness: 0.7448578686170004 | Best Fitness: 0.8008077270682616 | Population Length: 20
Generation 114 | Average Generation Fitness: 0.7528857946608205 | Best Fitness: 0.8078948352026276 | Population Length: 20
Generation 115 | Average Generation Fitness: 0.7468232247197808 | Best Fitness: 0.791745085777437 | Population Length: 20
Generation 116 | Average Generation Fitness: 0.7329995501334157 | Best Fitness: 0.7865366485168481 | Population Length: 20
Generation 117 | Average Generation Fitness: 0.7442678288808483 | Best Fitness: 0.8015386159769194 | Population Length: 20
Generation 118 | Average Generation Fitness: 0.7458109807896967 | Best Fitness: 0.8078463125051348 | Population Length: 20
Generation 119 | Average Generation Fitness: 0.7403274164505093 | Best Fitness: 0.7922369688478825 | Population Length: 20
Generation 120 | Average Generation Fitness: 0.744432140893443 | Best Fitness: 0.7899073318135745 | Population Length: 20
Generation 121 | Average Generation Fitness: 0.7617383829854995 | Best Fitness: 0.8049238209634322 | Population Length: 20
Generation 122 | Average Generation Fitness: 0.749669924694157 | Best Fitness: 0.8056810482427333 | Population Length: 20
Generation 123 | Average Generation Fitness: 0.7558378242237509 | Best Fitness: 0.8174816332050776 | Population Length: 20
Generation 124 | Average Generation Fitness: 0.7541995161903852 | Best Fitness: 0.8238618869592993 | Population Length: 20
Generation 125 | Average Generation Fitness: 0.7509192303456532 | Best Fitness: 0.8238618869592993 | Population Length: 20
Generation 126 | Average Generation Fitness: 0.7336016004042978 | Best Fitness: 0.8084265474633722 | Population Length: 20
Generation 127 | Average Generation Fitness: 0.7664238071862882 | Best Fitness: 0.8084265474633722 | Population Length: 20
Generation 128 | Average Generation Fitness: 0.7640321655230015 | Best Fitness: 0.8152902229112697 | Population Length: 20
Generation 129 | Average Generation Fitness: 0.7584199528871156 | Best Fitness: 0.807392725555042 | Population Length: 20
Generation 130 | Average Generation Fitness: 0.7491993344317163 | Best Fitness: 0.8150211042743654 | Population Length: 20
